Ph-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,Ph_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Metadata_notes,Sources,Source Tag
35,,33.91,-90.49,North America,United States,Southeast US,Mississippi Delta,MS Delta Black,"Mississippi State Penitentiary, Parchman, MS",24619,,0:02:09,T796R04,5A65.A2,"No More, My Lawd",Prison song; Spiritual; Work song,,"Henry ""Jimpson"" Wallace",Male Voice; axe,,,Alan Lomax,1948,ACE Online Archive 2012,"Prison Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@ALA1948NoMoreMyLawd
36,,33.91,-90.49,North America,United States,Southeast US,Mississippi Delta,MS Delta Black,"Mississippi State Penitentiary, Parchman, MS",24619,,0:02:40,"T800R01
",5A65.A9,It Makes A Long Time Man Feel Bad,Prison song; Work song,,"Benny Will Richardson, unidentified prisoners",Male Voices; hoe,,,Alan Lomax,1947,ACE Online Archive 2012,"Prison Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,"Coding sheet lists this song by name, but lists it as a male solo and as side A track 6, which corresponds to a different song.",,@ALA1947ItMakesALongTimeManFeelBad
37,,33.91,-90.49,North America,United States,Southeast US,Mississippi Delta,MS Delta Black,"Mississippi State Penitentiary, Parchman, MS",24619,,0:04:05,T803R02,5A65.B7,Stackerlee,Ballad; Blues; Holler,,W.D. 'Bama' Stewart,Male Voice,,,Alan Lomax,1947,ACE Online Archive 2012,"Prison Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@ALA1947Stackerlee
40,,33.91,-90.49,North America,United States,Southeast US,Mississippi Delta,MS Delta Black,"Mississippi State Penitentiary, Parchman, MS",24619,,0:01:11,,6L4.A1,I Don't Mind The Weather,Prison song; Holler,,Jim Henry,Male Voice,"1.         Mmmm---
Boys, I've got a boychIld In Texas, he ought to be 'bout grown.

2. O------
Go marchin' to the table, O Lord, lind the same old thIng.

3. Ummm--, 
Boys, I'll be so glad when payday comes. 
O-----
captain, captain, when payday comes. 

I'm gonna catch that Illinois Central, 0 Lord, goin' to Kankakee. 
Mmmm------.",,John A. Lomax,1937,Library of Congress,"Afro-American Blues and Game Songs. Library of Congress, AAFS L4, 1942","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AAFS1942AfroAmericanBluesGameSongs
18,,34.29,-90.64,North America,United States,Southeast US,Mississippi Delta,MS Delta Black,"Stovall, MS",24619,,0:03:33,,6L4.A10,Country Blues,Blues,,McKinley Morganfield (Muddy Waters),Male Voice; Guitar,"1.         An' it's gettln' late over in the evenin', chile, I feel like.
Llke blowin' my horn;.
I woke up this mornin', find my, 
My  little baby gone, hmm.
Late up In the evenln', man, man,
I feel llke, like blowln' my horn;
Well, I woke up this mornin', baby, 
Find my little baby gone. 
2.         Well, now, some folks say the worrIed, 
ol' blues ain't bad; 
That's the mlseriest feelin', child, I most,
Most ever had.
Some folks tell me, man, that the
Worried, ol' blues ain't bad;
Well, that's the miseri'st ol' feelln', honey, now,         
Wo--o, well, gal, I most ever bad.         
3.          'Well, brooks runnln' Into the ocean, the ocean runnin'
Into the sea;         
If I don't find my baby. somebody gonna,         
Gon' bury me, hmm--.
Brooks runnln' Into the ocean, chil',
Ocean runnln' to the sea;
WeIl, If I don't find my baby now,
Wo---o, well, gal, you gon' haye to bury me.
4.          Yes, minutes seem like hours an' hours
Seem Iike days;
Seems like my baby would stop her,
Her lowdown ways--.
Minutes seem like hours, chil', an' hours
Seem like days;         
Yes, seems like my woman now,          
Wo---o, well, gal, she might stop her lowdown ways.
(Voice) Well, play that thing, man,
5. Well, now, I'm leavln' this mornln' It I hadda,
Wo---o, rIde the bllnds
I feel mistreated, gIrl, you know now 
 I don't mInd dyin'-ha! 
Leavln' this mornin'-­
If I hadda, now, ride the blinds; 
Yes, I been mistreated, baby, now, 
Baby, an' I don't mind dyin', ",,Alan Lomax; John Work,1941,Library of Congress,"Afro-American Blues and Game Songs. Library of Congress, AAFS L4, 1942","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AAFS1942AfroAmericanBluesGameSongs
20,,34.29,-90.64,North America,United States,Southeast US,Mississippi Delta,MS Delta Black,"Stovall, MS",24619,,0:03:13,,6L4.A11,I Be's Troubled,Blues,"Muddy Waters told Alan Lomax that he composed ""I Be's Troubled"" while he was changing a tire. ",McKinley Morganfield (Muddy Waters),Male Voice; Guitar,"1. Well, If I feel tomorrow
Llke I feel today,
I'm gonna pack my suitcase
An' make my getaway,

Chorus:
Lord, I'm troubled,
I'm all worried In mind,
An' I'll never be satisfied,
An' I just can't keep from cryln',

2. 	 Yeah, I know my little ol' babe,
She gon' jump an' shout,
That ol' train be late, girl,
An'I come walkln' out. Chorus.

3. 	Yeah, I know somebody
Sho' been talkin' to you,
I don't need no tellin', girl,
I can watch the way you do. Chorus.

4. Yeah, now, goodbye. babe,
Got no more to say;
Just like I been tellin' you, girl,
You goo' have to leave my bed. Chorus.

5. 	Yeah, my baby, she quit me,
Seem like mama was dead;
I got real worried, gal,
An' she drove it to my head.· Chorus",,Alan Lomax; John Work,1941,Library of Congress,"Afro-American Blues and Game Songs. Library of Congress, AAFS L4, 1942","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AAFS1942AfroAmericanBluesGameSongs
29,,33.81,-90.53,North America,United States,Southeast US,Mississippi Delta,MS Delta Black,"Drew, MS",24619,,0:00:25,,6L4.B4,"Little Girl, Little Girl",Game song; Children's song,"""Little Girl, Little Girl,"" stems from a old chasing game known as ""Old Witch."" This game ia part of the same tradition as ""The Hawk and Chickens,"" variants of which have been recorded in many European Ianguagea. Yet in the present veraion a steam locomotive appears, furnishing a syncopated refrain for a little fancy stepping by the players. ",Ora Dell Graham and chorus of girls,Female Voices,"L: Little girl, little girl?
C: Yes, mam.
L: Did you go down town?
C: Yes, mam.
L: Did you see my brown?
Did he buy my any shoes?
Stockin's too?
Put him on the train?
The bell ring?
Whichaway did he go?
C and L: Choo-choo!
All night long
Choo-choo!",,John A. Lomax,1940,Library of Congress,"Afro-American Blues and Game Songs. Library of Congress, AAFS L4, 1942","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AAFS1942AfroAmericanBluesGameSongs
123,2950,29.29,-110.33,Central America,Mexico,N Mexico,Sonora,Seri,"Sonora, Mexico",25246,overrecorded,0:01:08,T5405R43,T1466.1,Seri Song 1,,,"Female chorus, clapping",Female Voices; Clapping,,,Henrietta Yurchenco,1944,Previously Unpublished,"Henrietta Yurchenko collection, Archive of Folk Culture, American Folklife Center","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@HYC1944CoraHuicholSeri
124,2951,29.29,-110.33,Central America,Mexico,N Mexico,Sonora,Seri,"Sonora, Mexico",25246,,0:01:15,T5405R44,T1466.3,Seri Song 2,,,Female solo,Female Voice,,,Henrietta Yurchenco,1944,Previously Unpublished,"Henrietta Yurchenko collection, Archive of Folk Culture, American Folklife Center","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@HYC1944CoraHuicholSeri
121,2952,29.29,-110.33,Central America,Mexico,N Mexico,Sonora,Seri,"Sonora, Mexico",25246,,0:01:14,T5405R45,T1466.4,Seri Song 3,,,Male and female duet,Male; 2 Female Voices,,,Henrietta Yurchenco,1944,Previously Unpublished,"Henrietta Yurchenko collection, Archive of Folk Culture, American Folklife Center","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,"Coding sheet says ""women's unison."" Perhaps the following recording, T1466.5, was meant?",,@HYC1944CoraHuicholSeri
120,2953,29.29,-110.33,Central America,Mexico,N Mexico,Sonora,Seri,"Sonora, Mexico",25246,overrecorded,0:01:13,T5405R46,T1466.5,Seri Song 4,,,Female duet,2 Female Voices,,,Henrietta Yurchenco,1944,Previously Unpublished,"Henrietta Yurchenko collection, Archive of Folk Culture, American Folklife Center","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,"Coding sheet says ""man's solo."" Perhaps the following recording, T1466.6, was meant?",,@HYC1944CoraHuicholSeri
116,2954,29.29,-110.33,Central America,Mexico,N Mexico,Sonora,Seri,"Sonora, Mexico",25246,overrecorded,0:01:04,T5405R47,T1466.6,Seri Song 5,,,Male solo,Male Voice,,,Henrietta Yurchenco,1944,Previously Unpublished,"Henrietta Yurchenko collection, Archive of Folk Culture, American Folklife Center","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@HYC1944CoraHuicholSeri
115,2955,29.29,-110.33,Central America,Mexico,N Mexico,Sonora,Seri,"Sonora, Mexico",25246,overrecorded,0:01:03,T5405R48,T1466.7,Seri Song 6,,,Male solo,Male Voice,,,Henrietta Yurchenco,1944,Previously Unpublished,"Henrietta Yurchenko collection, Archive of Folk Culture, American Folklife Center","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@HYC1944CoraHuicholSeri
119,2958,29.29,-110.33,Central America,Mexico,N Mexico,Sonora,Seri,"Sonora, Mexico",25246,overrecorded,0:01:13,T5405R51,T1466.10,Seri Song  9,,,Female solo,Female Voice,,,Henrietta Yurchenco,1944,Previously Unpublished,"Henrietta Yurchenko collection, Archive of Folk Culture, American Folklife Center","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@HYC1944CoraHuicholSeri
117,2959,29.29,-110.33,Central America,Mexico,N Mexico,Sonora,Seri,"Sonora, Mexico",25246,overrecorded,0:01:07,T5405R52,T1466.11,Seri Song 10,,,Male solo,Male Voice,,,Henrietta Yurchenco,1944,Previously Unpublished,"Henrietta Yurchenko collection, Archive of Folk Culture, American Folklife Center","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@HYC1944CoraHuicholSeri
118,,29.29,-110.33,Central America,Mexico,N Mexico,Sonora,Seri,"Sonora, Mexico",25246,,,,T1466.12,,,,Male solo,Male Voice,,,Henrietta Yurchenco,1944,Previously Unpublished,"Henrietta Yurchenko collection, Archive of Folk Culture, American Folklife Center","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@HYC1944CoraHuicholSeri
122,,29.29,-110.33,Central America,Mexico,N Mexico,Sonora,Seri,"Sonora, Mexico",25246,,,,T1466.2,,,,Female unison,Female Voices,,,Henrietta Yurchenco,1944,Previously Unpublished,"Henrietta Yurchenko collection, Archive of Folk Culture, American Folklife Center","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@HYC1944CoraHuicholSeri
434,676,42.42,-6.12,Europe,Southern Europe,N W Spain,Castilla y León,León,"Val de San Lorenzo, Astorga, León, Castile-León, Spain",26005,,0:01:13,T5469R11,7D11.A4,Sentaivos Casada,Maragato wedding song,"Maragato tradition. Sung after the church wedding ceremony, in the morning, when the bride and her godmother are seated in two chairs decorated with flowers and brances","Antonia Geijo Alonso, Carolina Geijo Alonso, Dolores Fernández Geijo","3 women, 2 generations - voices; male voice spoken blessing","Sentáivos casada en silla enramada, 
sentaivos madrina en silla florida.

Spoken: Que este matrimonio sea fecundo, como fecundo es el trigo

Voló la paloma, por cima ese poyo
vivan muchos años la novia y el novio.
Voló la paloma por cima la oliva,
vivan muchos años padrino y madrina.
Voló la paloma por cima la fuente,
vivan muchos años todos los presentes.
Ijuuuuuu!",,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,Songs and Dances of Spain: Volume 11: Leon and Extremadura. Westminster W 12023,@ALA1952SentaivosCasada
431,677,42.98,-6.26,Europe,Southern Europe,N W Spain,Castilla y León,León,"Lumajo de Laciana, León, Castile-León, Spain",26005,,0:01:23,T5469R12,7D11.A11,Este Pandero Que Toco,"Baile del País/Garrucha, dance song","Dance song with square double-skinned frame drum (pandero), played by women, found in León and some other areas of Spain and Portugal. Sung in Pa(s)chuezo ","Concepción Talbriz, Elvira Feito, chorus, square double-skinned frame drum (pandero cuadrado)",2 Female Voices; Square Pandero Double-Sided Goat Skin Drum,"Este pandeiro que toco ia de pellecho de oguecha
ayer berraba en el monte, güey toca que retumbiecha.
ay a le, le, le la.
¡Viva la punta!.",,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,Songs and Dances of Spain: Volume 11: Leon and Extremadura. Westminster W 12023,@ALA1952EstePanderoQueToco
438,679,42.98,-6.26,Europe,Southern Europe,N W Spain,Castilla y León,León,"Lumajo de Laciana, León, Castile-León, Spain",26005,,0:02:01,T5469R10,7D11.A2,Salgan los señores novios,Wedding Song; Greeting Song,"A wedding song, used to greet the bride and groom as they come out of the church; the square drum is decorated and passed over their heads.Sung in Pa(s)chuezo","Concepción Talbriz, Elvira Feito, chorus, square pandero double-sided goat skin drum",2 Female Voices; Square Pandero Double-Sided Goat Skin Drum,"Salgan los señores novios de la puerta de ese templo
que aquí viene sus amigos a fraternizar con ellos.
¡Vivan los novios!

A la puerta de la iglesia  juntos os vimos llegar.
más hermosos que las flores en la mansión celestial.
¡Viva la novia!, ¡viva!

El cielo se encuentra raso y no se ve ningún astro,
cuatro luceros hermosos resplandecen en Lumajo.
¡Vivan los padrinos!, ¡vivan!.

Y esos cuatro luceros que dejamos antes dichos
son el novio y la novia y los señores padrinos.
¡Vivan los padrinos!, ¡vivan!

El padrino y la madrina lo digo de corazón,
son dos flores admirables no tiene comparación
¡Viva!, ¡viva!.

El padrino es una rosa, la madrina es un clavel,
el novio es un espejo la novia se mira en él
¡Viva la novia!, ¡viva!",,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,Songs and Dances of Spain: Volume 11: Leon and Extremadura. Westminster W 12023,@ALA1952SalganLosSenoresNovios
430,,,,Europe,Southern Europe,N W Spain,Castilla y León,León,,26005,,,,7D11.A10,,Love Song,,Male solo,Male Voice,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,Songs and Dances of Spain: Volume 11: Leon and Extremadura. Westminster W 12023,@ALA1952LoveSong
432,,,,Europe,Southern Europe,N W Spain,Castilla y León,León,,26005,,,,7D11.A9,,Serenade,,Mixed chorus of youth,Male and Female Voices,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,Songs and Dances of Spain: Volume 11: Leon and Extremadura. Westminster W 12023,@ALA1952Serenade
433,,,,Europe,Southern Europe,N W Spain,Castilla y León,León,,26005,,,,7D11.A5,Pune La Mesa,Wedding Song,,Female chorus,Female Voices,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,Songs and Dances of Spain: Volume 11: Leon and Extremadura. Westminster W 12023,@ALA1952PuneLaMesa
435,,,,Europe,Southern Europe,N W Spain,Castilla y León,León,,26005,,,,7D11.A7,,Lyric Song,,Female chorus,Female Voices,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,Songs and Dances of Spain: Volume 11: Leon and Extremadura. Westminster W 12023,@ALA1952LyricSong
436,,,,Europe,Southern Europe,N W Spain,Castilla y León,León,,26005,,,,7D11.A6,,Field Song,,Female solo,Female Voice,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,Songs and Dances of Spain: Volume 11: Leon and Extremadura. Westminster W 12023,@ALA1952FieldSong
437,,,,Europe,Southern Europe,N W Spain,Castilla y León,León,,26005,,,,7D11.A8,,,,Female solo,Female Voice,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,Songs and Dances of Spain: Volume 11: Leon and Extremadura. Westminster W 12023,@ALA1952FemaleSolo
142,172,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,,0:01:14,PENDING,1B1.A2,Moon Song,Competitive Song,"Moon songs are sung by groups of young men in competition, two groups will sing them while separated by some distance, with the second group starting before the first group is finished, typically there would be no drum","Male solo, drum",Male Voice; Drum,,,David P. McAllester; Donald N. Brown,1958,The Taylor Museum,"Music of the Pueblos, Apache, and Navaho. The Taylor Museum KCMS1204, 1961","Center for Southwest Studies, Fort Lewis College, Durango, Colorado; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5406R11,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@TM1961MusicOfThePueblosApacheNavaho
146,173,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,,0:01:37,PENDING,1B1.A1; WFS3.6,Round Dance Song,Social Dance; Dance Song; Circle Dance; Round Dance,"A social dance, also known as the Circle Dance and Forty-nine, thought to originally been borrowed from a Southern Plains tribe long ago","Male leader, mixed chorus, drum",Male Voice; Mixed Voices; Drum,,,David P. McAllester; Donald N. Brown,1960,The Taylor Museum,"Music of the Pueblos, Apache, and Navaho. The Taylor Museum KCMS1204, 1961","Center for Southwest Studies, Fort Lewis College, Durango, Colorado; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5406R12,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@TM1961MusicOfThePueblosApacheNavaho
140,174,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,,0:01:25,PENDING,1B2.A1,Moonlight Song,Serenade,"Serenade by young Taos men during summer nights, the song has no words and is valued for its melodic beauty",Male chorus,Male Voices,,,Willard Rhodes,1941,Smithsonian Folkways,"Music of the American Indians of the Southwest. Ethnic Folkways Library FE4420, 1951","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5406R13,http://www.folkways.si.edu/TrackDetails.aspx?itemid=11309; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1951MusicOfAmericanIndiansSouthwest
145,907,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,,0:01:06,PENDING,1B1.A3,War Dance Song,War Dance Song,"War dance songs are brought to large inter-tribal gatherings, where the dancers perform and singers trade songs","Female solo, drum",Female Voice; Drum,,,David P. McAllester; Donald N. Brown,1958,The Taylor Museum,"Music of the Pueblos, Apache, and Navaho. The Taylor Museum KCMS1204, 1961","Center for Southwest Studies, Fort Lewis College, Durango, Colorado; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5406R14,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@TM1961MusicOfThePueblosApacheNavaho
149,1705,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,,0:01:05,PENDING,1B24.B2,War Dance Song,War Dance Song,"War dance songs are brought to large inter-tribal gatherings, where the dancers perform and singers trade songs, fast tempo, excerpt","Pete Concha, male solo, drum",Male Voice; Drum,,,Jenny Vincent,1980s,Taos Recordings and Publications,"Taos Indian Songs. Taos Recordings & Publications TRP1,","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5406R15,"Publishing year unclear; most library sources list publishing year as 1962, but also record sequel record by Pete and Isabel Concha as being published in 1960; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.",@Taos1960TaosIndianSongs
150,1706,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,,0:01:16,PENDING,1B24.B3,Circle Dance Song,Social Dance; Dance Song; Circle Dance,"A social dance song performed primarily for enjoyment within the Taos Community, excerpt","Pete Concha, male solo, drum",Male Voice; Drum,,,Jenny Vincent,1980s,Taos Recordings and Publications,"Taos Indian Songs. Taos Recordings & Publications TRP1,","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5406R16,"Publishing year unclear; most library sources list publishing year as 1962, but also record sequel record by Pete and Isabel Concha as being published in 1960; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.",@Taos1960TaosIndianSongs
148,1707,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,,0:01:25,PENDING,1B24.B1,War Dance Song,War Dance Song,"War dance songs are brought to large inter-tribal gatherings, where the dancers perform, and singers trade songs, excerpt","Pete Concha, male solo, drum",Male Voice; Drum,,,Jenny Vincent,1980s,Taos Recordings and Publications,"Taos Indian Songs. Taos Recordings & Publications TRP1,","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5406R17,"Publishing year unclear; most library sources list publishing year as 1962, but also record sequel record by Pete and Isabel Concha as being published in 1960; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.",@Taos1960TaosIndianSongs
143,1708,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,,0:01:17,PENDING,1B24.A1,Couple Dance Song,Dance Song,"Dance song, for a couple, fast paced, male soloist over drum, excerpt","Pete Concha, drum",Male Voice; Drum,,,Jenny Vincent,1980s,Taos Recordings and Publications,"Taos Indian Songs. Taos Recordings & Publications TRP1,","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5406R18,"Publishing year unclear; most library sources list publishing year as 1962, but also record sequel record by Pete and Isabel Concha as being published in 1960; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.",@Taos1960TaosIndianSongs
144,1709,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,,0:00:59,PENDING,1B24.A2,Circle Dance Song 1,Social Dance; Dance Song; Circle Dance,"A social dance song performed primarily for enjoyment within the Taos Community, excerpt","Pete Concha, male solo, drum",Male Voice; Drum,,,Jenny Vincent,1980s,Taos Recordings and Publications,"Taos Indian Songs. Taos Recordings & Publications TRP1,","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5406R19,"Publishing year unclear; most library sources list publishing year as 1962, but also record sequel record by Pete and Isabel Concha as being published in 1960; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.",@Taos1960TaosIndianSongs
147,1710,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,,0:00:55,PENDING,1B24.A3,Circle Dance Song 2,Social Dance; Dance Song; Circle Dance,A social dance song performed primarily for enjoyment within the Taos Community,"Pete Concha, male solo, drum",Male Voice; Drum,,,Jenny Vincent,1980s,Taos Recordings and Publications,"Taos Indian Songs. Taos Recordings & Publications TRP1,","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5406R20,"Publishing year unclear; most library sources list publishing year as 1962, but also record sequel record by Pete and Isabel Concha as being published in 1960; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.",@Taos1960TaosIndianSongs
141,9360,36.4,-105.57,North America,United States,Southwest US,New Mexico,Taos,"Taos, New Mexico",26577,Old audio file # T9500R08 ,0:01:27,PENDING,1B2.A2; CHB1A1.3,Gambling Song,Gambling Song,"Gambling song, short melodic and rhythmic units repeated without development",Tao men,Male Voices,,,Willard Rhodes,1980s,Smithsonian Folkways,"Music of the American Indians of the Southwest. Ethnic Folkways Library FE 4420, 1951","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5620R24,http://www.folkways.si.edu/TrackDetails.aspx?itemid=11310; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1951MusicOfAmericanIndiansSouthwest
216,1468,5.41,101.11,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Gerik, Hulu Perak, Perak, Malaysia",26808,,0:02:00,T5420R02,3A26.A2,Hanjoi,,Hanjoi is a play upon words based on the disappearing form of a man who has dived into a pool to catch fish,"Male leader, mixed chorus, drum",Male Voice; Mixed Voices; Drum,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,Double coded; see coding sheet 3758,Malaya Broadcasting Corporation; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14736,@FW1955TemiarDreamSongsFromMalaya
213,1469,5.41,101.11,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Gerik, Hulu Perak, Perak, Malaysia",26808,,0:01:39,T5420R03,3A26.A3,Chinchem,Ritual dance song,"Portion of a song cycle which accompany a ritual dance called Chinchem, this is on the highest level of Temiar dream inspiration","Male leader, mixed chorus, drum",Male Voice; Mixed Voices; Drum,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Malaya Broadcasting Corporation; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14737,@FW1955TemiarDreamSongsFromMalaya
220,1470,5.41,101.11,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Gerik, Hulu Perak, Perak, Malaysia",26808,,0:01:38,T5420R04,3A26.A4,Chinchem,,"Portion of a song cycle which accompany a ritual dance called Chinchem, this is on the highest level of Temiar dream inspiration","Mixed chorus, drum",Mixed Voices; Drum,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,Double coded; see coding sheet 3756,Malaya Broadcasting Corporation; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14737,@FW1955TemiarDreamSongsFromMalaya
